step,tasks_completed_total,total_movement_cost,deadlock_count,last_step_cpu_ms,total_cpu_ms,last_planning_ms,total_planning_ms,algo_nodes_expanded_last,algo_heap_moves_last,algo_generated_nodes_last,algo_valid_expansions_last,requests_created_total,request_wait_ticks_sum
1476,54,2996.000000,55,0.000000,353.000000,0.000000,339.000000,25,101,25,0,0,0
1477,54,2998.000000,55,0.000000,353.000000,0.000000,339.000000,26,108,26,0,0,0
1478,54,3000.000000,55,0.000000,353.000000,0.000000,339.000000,30,124,30,0,0,0
1479,54,3003.000000,55,1.000000,354.000000,1.000000,340.000000,28,119,28,0,0,0
1480,54,3006.000000,55,0.000000,354.000000,0.000000,340.000000,29,125,29,0,0,0
1481,54,3008.000000,55,0.000000,354.000000,0.000000,340.000000,33,145,33,0,0,0
1482,54,3008.000000,56,0.000000,354.000000,0.000000,340.000000,31,139,31,0,0,0
1483,54,3009.000000,56,0.000000,354.000000,0.000000,340.000000,0,0,0,0,0,0
1484,54,3012.000000,56,0.000000,354.000000,0.000000,340.000000,0,0,0,0,0,0
1485,54,3013.000000,56,0.000000,354.000000,0.000000,340.000000,0,0,0,0,0,0
1486,54,3014.000000,56,0.000000,354.000000,0.000000,340.000000,0,0,0,0,0,0
1487,54,3016.000000,56,0.000000,354.000000,0.000000,340.000000,0,0,0,0,0,0
1488,54,3017.000000,56,1.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1489,54,3018.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1490,54,3020.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1491,54,3022.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1492,54,3024.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1493,54,3026.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1494,55,3028.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1495,55,3031.000000,56,0.000000,355.000000,0.000000,340.000000,93,590,163,93,0,0
1496,55,3034.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1497,55,3036.000000,56,0.000000,355.000000,0.000000,340.000000,0,0,0,0,0,0
1498,55,3038.000000,56,1.000000,356.000000,1.000000,341.000000,0,0,0,0,0,0
1499,55,3041.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1500,55,3044.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1501,55,3047.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1502,55,3049.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1503,55,3051.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1504,55,3054.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1505,55,3056.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1506,55,3058.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1507,55,3061.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1508,55,3064.000000,56,0.000000,356.000000,0.000000,341.000000,0,0,0,0,0,0
1509,55,3067.000000,56,1.000000,357.000000,1.000000,342.000000,124,943,211,124,0,0
1510,55,3070.000000,56,0.000000,357.000000,0.000000,342.000000,0,0,0,0,0,0
1511,55,3072.000000,56,1.000000,358.000000,1.000000,343.000000,0,0,0,0,0,0
1512,55,3074.000000,56,0.000000,358.000000,0.000000,343.000000,0,0,0,0,0,0
1513,55,3077.000000,56,0.000000,358.000000,0.000000,343.000000,0,0,0,0,0,0
1514,55,3079.000000,56,0.000000,358.000000,0.000000,343.000000,0,0,0,0,0,0
1515,55,3080.000000,56,1.000000,359.000000,1.000000,344.000000,123,766,236,123,0,0
1516,55,3082.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1517,55,3085.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1518,55,3087.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1519,55,3089.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1520,55,3092.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1521,55,3095.000000,56,0.000000,359.000000,0.000000,344.000000,0,0,0,0,0,0
1522,55,3098.000000,56,0.000000,359.000000,0.000000,344.000000,10,43,10,0,0,0
1523,55,3101.000000,56,0.000000,359.000000,0.000000,344.000000,33,137,33,0,0,0
1524,55,3104.000000,56,1.000000,360.000000,0.000000,344.000000,10,34,10,0,0,0
1525,55,3107.000000,56,0.000000,360.000000,0.000000,344.000000,13,40,13,0,0,0
1526,55,3110.000000,56,0.000000,360.000000,0.000000,344.000000,12,45,12,0,0,0
1527,55,3113.000000,56,0.000000,360.000000,0.000000,344.000000,13,45,13,0,0,0
1528,55,3114.000000,56,0.000000,360.000000,0.000000,344.000000,16,58,16,0,0,0
1529,55,3115.000000,56,0.000000,360.000000,0.000000,344.000000,0,0,0,0,0,0
1530,55,3118.000000,56,0.000000,360.000000,0.000000,344.000000,0,0,0,0,0,0
1531,55,3121.000000,56,0.000000,360.000000,0.000000,344.000000,0,0,0,0,0,0
1532,55,3123.000000,56,0.000000,360.000000,0.000000,344.000000,0,0,0,0,0,0
1533,55,3125.000000,56,0.000000,360.000000,0.000000,344.000000,14,49,14,0,0,0
1534,55,3126.000000,56,1.000000,361.000000,1.000000,345.000000,15,56,15,0,0,0
1535,55,3127.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1536,55,3129.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1537,55,3131.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1538,55,3134.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1539,55,3136.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1540,55,3137.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1541,55,3139.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1542,55,3142.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1543,55,3145.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1544,55,3148.000000,56,0.000000,361.000000,0.000000,345.000000,0,0,0,0,0,0
1545,55,3151.000000,56,1.000000,362.000000,1.000000,346.000000,0,0,0,0,0,0
1546,55,3154.000000,56,0.000000,362.000000,0.000000,346.000000,0,0,0,0,0,0
1547,55,3157.000000,56,0.000000,362.000000,0.000000,346.000000,0,0,0,0,0,0
1548,55,3160.000000,56,0.000000,362.000000,0.000000,346.000000,0,0,0,0,0,0
1549,55,3163.000000,56,0.000000,362.000000,0.000000,346.000000,0,0,0,0,0,0
1550,55,3166.000000,56,0.000000,362.000000,0.000000,346.000000,0,0,0,0,0,0
1551,55,3169.000000,56,1.000000,363.000000,1.000000,347.000000,111,645,214,111,0,0
1552,55,3172.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1553,55,3174.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1554,55,3176.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1555,55,3178.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1556,55,3179.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1557,55,3181.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1558,55,3182.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1559,55,3183.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1560,55,3184.000000,56,0.000000,363.000000,0.000000,347.000000,0,0,0,0,0,0
1561,55,3185.000000,56,1.000000,364.000000,1.000000,348.000000,0,0,0,0,0,0
1562,55,3186.000000,56,0.000000,364.000000,0.000000,348.000000,0,0,0,0,0,0
1563,55,3187.000000,56,0.000000,364.000000,0.000000,348.000000,0,0,0,0,0,0
1564,55,3188.000000,56,0.000000,364.000000,0.000000,348.000000,0,0,0,0,0,0
1565,56,3188.000000,57,0.000000,364.000000,0.000000,348.000000,0,0,0,0,0,0
1566,56,3189.000000,57,0.000000,364.000000,0.000000,348.000000,124,922,210,123,0,0
1567,57,3190.000000,57,0.000000,364.000000,0.000000,348.000000,0,0,0,0,0,0
1568,57,3192.000000,57,0.000000,364.000000,0.000000,348.000000,134,757,235,133,0,0
1569,57,3194.000000,57,1.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1570,57,3196.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1571,57,3197.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1572,57,3198.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1573,57,3201.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1574,57,3203.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1575,57,3205.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1576,57,3208.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1577,57,3211.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1578,57,3214.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1579,57,3217.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1580,57,3220.000000,57,0.000000,365.000000,0.000000,348.000000,0,0,0,0,0,0
1581,57,3222.000000,57,1.000000,366.000000,1.000000,349.000000,0,0,0,0,0,0
1582,57,3224.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1583,57,3227.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1584,57,3230.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1585,57,3232.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1586,57,3234.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1587,57,3235.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1588,57,3236.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1589,57,3238.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1590,57,3239.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1591,57,3241.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1592,57,3242.000000,57,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1593,57,3242.000000,58,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1594,57,3243.000000,58,0.000000,366.000000,0.000000,349.000000,0,0,0,0,0,0
1595,57,3245.000000,58,1.000000,367.000000,1.000000,350.000000,0,0,0,0,0,0
1596,57,3247.000000,58,0.000000,367.000000,0.000000,350.000000,0,0,0,0,0,0
1597,57,3249.000000,58,0.000000,367.000000,0.000000,350.000000,0,0,0,0,0,0
1598,57,3251.000000,58,0.000000,367.000000,0.000000,350.000000,0,0,0,0,0,0
1599,58,3253.000000,58,0.000000,367.000000,0.000000,350.000000,0,0,0,0,0,0
1600,58,3256.000000,58,1.000000,368.000000,1.000000,351.000000,110,642,187,110,0,0
1601,58,3259.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1602,58,3261.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1603,58,3263.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1604,58,3266.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1605,58,3269.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1606,58,3271.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1607,58,3273.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1608,58,3276.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1609,58,3278.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1610,58,3280.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1611,58,3283.000000,58,0.000000,368.000000,0.000000,351.000000,36,262,106,36,0,0
1612,58,3286.000000,58,0.000000,368.000000,0.000000,351.000000,0,0,0,0,0,0
1613,58,3289.000000,58,1.000000,369.000000,0.000000,351.000000,73,492,125,73,0,0
1614,58,3292.000000,58,0.000000,369.000000,0.000000,351.000000,0,0,0,0,0,0
1615,58,3294.000000,58,0.000000,369.000000,0.000000,351.000000,0,0,0,0,0,0
1616,58,3295.000000,58,0.000000,369.000000,0.000000,351.000000,0,0,0,0,0,0
1617,58,3297.000000,58,1.000000,370.000000,1.000000,352.000000,0,0,0,0,0,0
1618,58,3299.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1619,58,3301.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1620,58,3304.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1621,58,3306.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1622,58,3308.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1623,58,3311.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1624,58,3314.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1625,58,3317.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1626,58,3320.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1627,58,3323.000000,58,0.000000,370.000000,0.000000,352.000000,0,0,0,0,0,0
1628,58,3326.000000,58,1.000000,371.000000,0.000000,352.000000,0,0,0,0,0,0
1629,58,3329.000000,58,0.000000,371.000000,0.000000,352.000000,11,51,11,0,0,0
1630,58,3332.000000,58,0.000000,371.000000,0.000000,352.000000,46,203,46,0,0,0
1631,58,3335.000000,58,0.000000,371.000000,0.000000,352.000000,13,46,13,0,0,0
1632,58,3338.000000,58,0.000000,371.000000,0.000000,352.000000,14,50,14,0,0,0
1633,58,3341.000000,58,0.000000,371.000000,0.000000,352.000000,15,57,15,0,0,0
1634,58,3344.000000,58,0.000000,371.000000,0.000000,352.000000,17,64,17,0,0,0
1635,58,3347.000000,58,0.000000,371.000000,0.000000,352.000000,18,71,18,0,0,0
1636,58,3350.000000,58,0.000000,371.000000,0.000000,352.000000,19,74,19,0,0,0
1637,58,3353.000000,58,0.000000,371.000000,0.000000,352.000000,20,79,20,0,0,0
1638,58,3356.000000,58,0.000000,371.000000,0.000000,352.000000,20,78,20,0,0,0
1639,58,3359.000000,58,1.000000,372.000000,1.000000,353.000000,23,98,23,0,0,0
1640,58,3362.000000,58,0.000000,372.000000,0.000000,353.000000,24,99,24,0,0,0
1641,58,3365.000000,58,0.000000,372.000000,0.000000,353.000000,25,101,25,0,0,0
1642,58,3368.000000,58,0.000000,372.000000,0.000000,353.000000,26,107,26,0,0,0
1643,58,3371.000000,58,0.000000,372.000000,0.000000,353.000000,29,129,29,0,0,0
1644,58,3373.000000,58,0.000000,372.000000,0.000000,353.000000,28,121,28,0,0,0
1645,58,3375.000000,58,0.000000,372.000000,0.000000,353.000000,30,133,30,0,0,0
1646,58,3378.000000,58,0.000000,372.000000,0.000000,353.000000,35,156,37,1,0,0
1647,58,3380.000000,58,0.000000,372.000000,0.000000,353.000000,36,163,38,1,0,0
1648,58,3380.000000,59,0.000000,372.000000,0.000000,353.000000,38,177,40,1,0,0
1649,58,3380.000000,60,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1650,58,3382.000000,60,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1651,58,3382.000000,61,0.000000,372.000000,0.000000,353.000000,42,461,74,32,0,0
1652,58,3382.000000,62,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1653,58,3384.000000,62,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1654,58,3384.000000,63,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1655,58,3384.000000,64,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1656,59,3386.000000,64,0.000000,372.000000,0.000000,353.000000,0,0,0,0,0,0
1657,59,3389.000000,64,1.000000,373.000000,1.000000,354.000000,68,403,107,68,0,0
1658,59,3390.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1659,59,3391.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1660,59,3393.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1661,59,3395.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1662,59,3397.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1663,59,3399.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1664,59,3401.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1665,59,3403.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1666,59,3405.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1667,59,3407.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1668,59,3409.000000,64,0.000000,373.000000,0.000000,354.000000,0,0,0,0,0,0
1669,59,3411.000000,64,1.000000,374.000000,1.000000,355.000000,0,0,0,0,0,0
1670,59,3413.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1671,59,3415.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1672,59,3417.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1673,59,3419.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1674,59,3421.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1675,59,3423.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1676,59,3425.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1677,59,3428.000000,64,0.000000,374.000000,0.000000,355.000000,71,448,122,71,0,0
1678,59,3431.000000,64,0.000000,374.000000,0.000000,355.000000,0,0,0,0,0,0
1679,59,3433.000000,64,1.000000,375.000000,1.000000,356.000000,0,0,0,0,0,0
1680,59,3435.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1681,59,3438.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1682,59,3440.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1683,59,3442.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1684,59,3445.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1685,59,3448.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1686,59,3451.000000,64,0.000000,375.000000,0.000000,356.000000,0,0,0,0,0,0
1687,59,3454.000000,64,1.000000,376.000000,1.000000,357.000000,115,689,217,115,0,0
1688,59,3457.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1689,59,3460.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1690,59,3463.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1691,59,3466.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1692,59,3469.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1693,59,3471.000000,64,0.000000,376.000000,0.000000,357.000000,168,1191,356,168,0,0
1694,59,3473.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1695,59,3476.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1696,59,3478.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1697,59,3480.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1698,59,3483.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1699,59,3486.000000,64,0.000000,376.000000,0.000000,357.000000,0,0,0,0,0,0
1700,59,3488.000000,64,1.000000,377.000000,1.000000,358.000000,0,0,0,0,0,0
1701,59,3489.000000,64,0.000000,377.000000,0.000000,358.000000,0,0,0,0,0,0
1702,59,3490.000000,64,0.000000,377.000000,0.000000,358.000000,0,0,0,0,0,0
1703,59,3492.000000,64,0.000000,377.000000,0.000000,358.000000,0,0,0,0,0,0
1704,59,3495.000000,64,0.000000,377.000000,0.000000,358.000000,0,0,0,0,0,0
1705,59,3498.000000,64,1.000000,378.000000,1.000000,359.000000,0,0,0,0,0,0
1706,59,3501.000000,64,0.000000,378.000000,0.000000,359.000000,0,0,0,0,0,0
1707,59,3503.000000,64,0.000000,378.000000,0.000000,359.000000,0,0,0,0,0,0
1708,59,3505.000000,64,0.000000,378.000000,0.000000,359.000000,0,0,0,0,0,0
1709,59,3508.000000,64,0.000000,378.000000,0.000000,359.000000,11,49,11,0,0,0
1710,59,3511.000000,64,0.000000,378.000000,0.000000,359.000000,42,179,42,0,0,0
1711,59,3512.000000,64,0.000000,378.000000,0.000000,359.000000,13,43,13,0,0,0
1712,59,3513.000000,64,0.000000,378.000000,0.000000,359.000000,0,0,0,0,0,0
1713,59,3516.000000,64,0.000000,378.000000,0.000000,359.000000,0,0,0,0,0,0
1714,59,3517.000000,64,0.000000,378.000000,0.000000,359.000000,14,50,14,0,0,0
1715,59,3518.000000,64,1.000000,379.000000,1.000000,360.000000,0,0,0,0,0,0
1716,59,3521.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1717,59,3524.000000,64,0.000000,379.000000,0.000000,360.000000,15,54,15,0,0,0
1718,59,3526.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1719,59,3528.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1720,59,3530.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1721,59,3531.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1722,59,3533.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1723,59,3536.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1724,59,3539.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1725,59,3541.000000,64,0.000000,379.000000,0.000000,360.000000,0,0,0,0,0,0
1726,59,3543.000000,64,1.000000,380.000000,1.000000,361.000000,0,0,0,0,0,0
1727,59,3546.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1728,59,3548.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1729,59,3550.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1730,59,3552.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1731,59,3554.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1732,59,3556.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1733,59,3558.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1734,59,3560.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1735,59,3561.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1736,59,3562.000000,64,0.000000,380.000000,0.000000,361.000000,0,0,0,0,0,0
1737,60,3564.000000,64,1.000000,381.000000,1.000000,362.000000,0,0,0,0,0,0
1738,60,3566.000000,64,0.000000,381.000000,0.000000,362.000000,120,715,203,120,0,0
1739,60,3567.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1740,60,3568.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1741,60,3570.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1742,60,3571.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1743,60,3572.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1744,60,3573.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1745,60,3574.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1746,60,3575.000000,64,0.000000,381.000000,0.000000,362.000000,0,0,0,0,0,0
1747,60,3576.000000,64,1.000000,382.000000,1.000000,363.000000,0,0,0,0,0,0
1748,60,3577.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1749,60,3578.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1750,60,3579.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1751,61,3580.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1752,61,3582.000000,64,0.000000,382.000000,0.000000,363.000000,158,912,277,158,0,0
1753,61,3584.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1754,61,3586.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1755,61,3588.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1756,61,3589.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1757,61,3590.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1758,61,3591.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1759,61,3592.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1760,61,3594.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1761,61,3595.000000,64,0.000000,382.000000,0.000000,363.000000,0,0,0,0,0,0
1762,61,3596.000000,64,1.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1763,61,3598.000000,64,0.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1764,61,3600.000000,64,0.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1765,61,3602.000000,64,0.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1766,61,3604.000000,64,0.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1767,61,3606.000000,64,0.000000,383.000000,0.000000,363.000000,0,0,0,0,0,0
1768,61,3608.000000,64,1.000000,384.000000,1.000000,364.000000,0,0,0,0,0,0
1769,61,3610.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1770,61,3612.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1771,61,3614.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1772,61,3616.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1773,61,3618.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1774,61,3620.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1775,61,3622.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1776,61,3624.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1777,61,3626.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1778,61,3628.000000,64,0.000000,384.000000,0.000000,364.000000,0,0,0,0,0,0
1779,61,3629.000000,64,1.000000,385.000000,1.000000,365.000000,0,0,0,0,0,0
1780,61,3630.000000,64,0.000000,385.000000,0.000000,365.000000,0,0,0,0,0,0
1781,61,3631.000000,64,0.000000,385.000000,0.000000,365.000000,0,0,0,0,0,0
1782,61,3632.000000,64,0.000000,385.000000,0.000000,365.000000,0,0,0,0,0,0
1783,61,3633.000000,64,0.000000,385.000000,0.000000,365.000000,0,0,0,0,0,0
