step,tasks_completed_total,total_movement_cost,deadlock_count,last_step_cpu_ms,total_cpu_ms,last_planning_ms,total_planning_ms,algo_nodes_expanded_last,algo_heap_moves_last,algo_generated_nodes_last,algo_valid_expansions_last,requests_created_total,request_wait_ticks_sum
2500,61,3640.000000,774,0.000000,442.000000,0.000000,414.000000,0,0,0,0,0,0
2501,61,3640.000000,775,0.000000,442.000000,0.000000,414.000000,0,0,0,0,0,0
2502,61,3640.000000,776,1.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2503,61,3640.000000,777,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2504,61,3640.000000,778,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2505,61,3640.000000,779,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2506,61,3640.000000,780,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2507,61,3640.000000,781,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2508,61,3640.000000,782,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2509,61,3640.000000,783,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2510,61,3640.000000,784,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2511,61,3640.000000,785,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2512,61,3640.000000,786,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2513,61,3640.000000,787,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2514,61,3640.000000,788,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2515,61,3640.000000,789,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2516,61,3640.000000,790,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2517,61,3640.000000,791,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2518,61,3640.000000,792,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2519,61,3640.000000,793,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2520,61,3640.000000,794,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2521,61,3640.000000,795,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2522,61,3640.000000,796,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2523,61,3640.000000,797,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2524,61,3640.000000,798,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2525,61,3640.000000,799,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2526,61,3640.000000,800,0.000000,443.000000,0.000000,414.000000,0,0,0,0,0,0
2527,61,3640.000000,801,1.000000,444.000000,1.000000,415.000000,0,0,0,0,0,0
2528,61,3640.000000,802,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2529,61,3640.000000,803,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2530,61,3640.000000,804,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2531,61,3640.000000,805,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2532,61,3640.000000,806,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2533,61,3640.000000,807,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2534,61,3640.000000,808,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2535,61,3640.000000,809,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2536,61,3640.000000,810,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2537,61,3640.000000,811,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2538,61,3640.000000,812,0.000000,444.000000,0.000000,415.000000,0,0,0,0,0,0
2539,61,3640.000000,813,1.000000,445.000000,1.000000,416.000000,0,0,0,0,0,0
2540,61,3640.000000,814,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2541,61,3640.000000,815,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2542,61,3640.000000,816,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2543,61,3640.000000,817,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2544,61,3640.000000,818,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2545,61,3640.000000,819,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2546,61,3640.000000,820,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2547,61,3640.000000,821,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2548,61,3640.000000,822,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2549,61,3640.000000,823,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2550,61,3640.000000,824,0.000000,445.000000,0.000000,416.000000,0,0,0,0,0,0
2551,61,3640.000000,825,1.000000,446.000000,1.000000,417.000000,0,0,0,0,0,0
2552,61,3640.000000,826,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2553,61,3640.000000,827,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2554,61,3640.000000,828,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2555,61,3640.000000,829,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2556,61,3640.000000,830,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2557,61,3640.000000,831,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2558,61,3640.000000,832,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2559,61,3640.000000,833,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2560,61,3640.000000,834,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2561,61,3640.000000,835,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2562,61,3640.000000,836,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2563,61,3640.000000,837,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2564,61,3640.000000,838,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2565,61,3640.000000,839,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2566,61,3640.000000,840,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2567,61,3640.000000,841,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2568,61,3640.000000,842,0.000000,446.000000,0.000000,417.000000,0,0,0,0,0,0
2569,61,3640.000000,843,1.000000,447.000000,1.000000,418.000000,0,0,0,0,0,0
2570,61,3640.000000,844,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2571,61,3640.000000,845,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2572,61,3640.000000,846,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2573,61,3640.000000,847,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2574,61,3640.000000,848,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2575,61,3640.000000,849,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2576,61,3640.000000,850,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2577,61,3640.000000,851,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2578,61,3640.000000,852,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2579,61,3640.000000,853,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2580,61,3640.000000,854,0.000000,447.000000,0.000000,418.000000,0,0,0,0,0,0
2581,61,3640.000000,855,1.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2582,61,3640.000000,856,0.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2583,61,3640.000000,857,0.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2584,61,3640.000000,858,0.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2585,61,3640.000000,859,0.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2586,61,3640.000000,860,0.000000,448.000000,0.000000,418.000000,0,0,0,0,0,0
2587,61,3640.000000,861,1.000000,449.000000,1.000000,419.000000,0,0,0,0,0,0
2588,61,3640.000000,862,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2589,61,3640.000000,863,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2590,61,3640.000000,864,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2591,61,3640.000000,865,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2592,61,3640.000000,866,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2593,61,3640.000000,867,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2594,61,3640.000000,868,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2595,61,3640.000000,869,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2596,61,3640.000000,870,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2597,61,3640.000000,871,0.000000,449.000000,0.000000,419.000000,0,0,0,0,0,0
2598,61,3640.000000,872,1.000000,450.000000,1.000000,420.000000,0,0,0,0,0,0
2599,61,3640.000000,873,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2600,61,3640.000000,874,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2601,61,3640.000000,875,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2602,61,3640.000000,876,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2603,61,3640.000000,877,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2604,61,3640.000000,878,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2605,61,3640.000000,879,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2606,61,3640.000000,880,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2607,61,3640.000000,881,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2608,61,3640.000000,882,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2609,61,3640.000000,883,0.000000,450.000000,0.000000,420.000000,0,0,0,0,0,0
2610,61,3640.000000,884,1.000000,451.000000,1.000000,421.000000,0,0,0,0,0,0
2611,61,3640.000000,885,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2612,61,3640.000000,886,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2613,61,3640.000000,887,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2614,61,3640.000000,888,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2615,61,3640.000000,889,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2616,61,3640.000000,890,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2617,61,3640.000000,891,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2618,61,3640.000000,892,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2619,61,3640.000000,893,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2620,61,3640.000000,894,0.000000,451.000000,0.000000,421.000000,0,0,0,0,0,0
2621,61,3640.000000,895,1.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2622,61,3640.000000,896,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2623,61,3640.000000,897,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2624,61,3640.000000,898,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2625,61,3640.000000,899,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2626,61,3640.000000,900,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2627,61,3640.000000,901,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2628,61,3640.000000,902,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2629,61,3640.000000,903,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2630,61,3640.000000,904,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2631,61,3640.000000,905,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2632,61,3640.000000,906,0.000000,452.000000,0.000000,421.000000,0,0,0,0,0,0
2633,61,3640.000000,907,1.000000,453.000000,1.000000,422.000000,0,0,0,0,0,0
2634,61,3640.000000,908,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2635,61,3640.000000,909,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2636,61,3640.000000,910,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2637,61,3640.000000,911,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2638,61,3640.000000,912,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2639,61,3640.000000,913,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2640,61,3640.000000,914,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2641,61,3640.000000,915,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2642,61,3640.000000,916,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2643,61,3640.000000,917,0.000000,453.000000,0.000000,422.000000,0,0,0,0,0,0
2644,61,3640.000000,918,1.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2645,61,3640.000000,919,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2646,61,3640.000000,920,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2647,61,3640.000000,921,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2648,61,3640.000000,922,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2649,61,3640.000000,923,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2650,61,3640.000000,924,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2651,61,3640.000000,925,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2652,61,3640.000000,926,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2653,61,3640.000000,927,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2654,61,3640.000000,928,0.000000,454.000000,0.000000,422.000000,0,0,0,0,0,0
2655,61,3640.000000,929,1.000000,455.000000,1.000000,423.000000,0,0,0,0,0,0
2656,61,3640.000000,930,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2657,61,3640.000000,931,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2658,61,3640.000000,932,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2659,61,3640.000000,933,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2660,61,3640.000000,934,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2661,61,3640.000000,935,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2662,61,3640.000000,936,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2663,61,3640.000000,937,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2664,61,3640.000000,938,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2665,61,3640.000000,939,0.000000,455.000000,0.000000,423.000000,0,0,0,0,0,0
2666,61,3640.000000,940,1.000000,456.000000,1.000000,424.000000,0,0,0,0,0,0
2667,61,3640.000000,941,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2668,61,3640.000000,942,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2669,61,3640.000000,943,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2670,61,3640.000000,944,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2671,61,3640.000000,945,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2672,61,3640.000000,946,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2673,61,3640.000000,947,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2674,61,3640.000000,948,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2675,61,3640.000000,949,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2676,61,3640.000000,950,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2677,61,3640.000000,951,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2678,61,3640.000000,952,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2679,61,3640.000000,953,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2680,61,3640.000000,954,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2681,61,3640.000000,955,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2682,61,3640.000000,956,0.000000,456.000000,0.000000,424.000000,0,0,0,0,0,0
2683,61,3640.000000,957,1.000000,457.000000,1.000000,425.000000,0,0,0,0,0,0
2684,61,3640.000000,958,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2685,61,3640.000000,959,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2686,61,3640.000000,960,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2687,61,3640.000000,961,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2688,61,3640.000000,962,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2689,61,3640.000000,963,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2690,61,3640.000000,964,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2691,61,3640.000000,965,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2692,61,3640.000000,966,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2693,61,3640.000000,967,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2694,61,3640.000000,968,0.000000,457.000000,0.000000,425.000000,0,0,0,0,0,0
2695,61,3640.000000,969,1.000000,458.000000,1.000000,426.000000,0,0,0,0,0,0
2696,61,3640.000000,970,0.000000,458.000000,0.000000,426.000000,0,0,0,0,0,0
2697,61,3640.000000,971,0.000000,458.000000,0.000000,426.000000,0,0,0,0,0,0
2698,61,3640.000000,972,0.000000,458.000000,0.000000,426.000000,0,0,0,0,0,0
2699,61,3640.000000,973,0.000000,458.000000,0.000000,426.000000,0,0,0,0,0,0
2700,61,3640.000000,974,0.000000,458.000000,0.000000,426.000000,0,0,0,0,0,0
2701,61,3640.000000,975,1.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2702,61,3640.000000,976,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2703,61,3640.000000,977,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2704,61,3640.000000,978,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2705,61,3640.000000,979,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2706,61,3640.000000,980,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2707,61,3640.000000,981,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2708,61,3640.000000,982,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2709,61,3640.000000,983,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2710,61,3640.000000,984,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2711,61,3640.000000,985,0.000000,459.000000,0.000000,426.000000,0,0,0,0,0,0
2712,61,3640.000000,986,1.000000,460.000000,1.000000,427.000000,0,0,0,0,0,0
2713,61,3640.000000,987,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2714,61,3640.000000,988,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2715,61,3640.000000,989,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2716,61,3640.000000,990,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2717,61,3640.000000,991,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2718,61,3640.000000,992,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2719,61,3640.000000,993,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2720,61,3640.000000,994,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2721,61,3640.000000,995,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2722,61,3640.000000,996,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2723,61,3640.000000,997,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2724,61,3640.000000,998,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2725,61,3640.000000,999,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2726,61,3640.000000,1000,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2727,61,3640.000000,1001,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2728,61,3640.000000,1002,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2729,61,3640.000000,1003,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2730,61,3640.000000,1004,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2731,61,3640.000000,1005,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2732,61,3640.000000,1006,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2733,61,3640.000000,1007,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2734,61,3640.000000,1008,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2735,61,3640.000000,1009,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2736,61,3640.000000,1010,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2737,61,3640.000000,1011,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2738,61,3640.000000,1012,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2739,61,3640.000000,1013,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2740,61,3640.000000,1014,0.000000,460.000000,0.000000,427.000000,0,0,0,0,0,0
2741,61,3640.000000,1015,1.000000,461.000000,1.000000,428.000000,0,0,0,0,0,0
2742,61,3640.000000,1016,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2743,61,3640.000000,1017,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2744,61,3640.000000,1018,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2745,61,3640.000000,1019,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2746,61,3640.000000,1020,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2747,61,3640.000000,1021,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2748,61,3640.000000,1022,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2749,61,3640.000000,1023,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2750,61,3640.000000,1024,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2751,61,3640.000000,1025,0.000000,461.000000,0.000000,428.000000,0,0,0,0,0,0
2752,61,3640.000000,1026,1.000000,462.000000,1.000000,429.000000,0,0,0,0,0,0
2753,61,3640.000000,1027,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2754,61,3640.000000,1028,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2755,61,3640.000000,1029,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2756,61,3640.000000,1030,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2757,61,3640.000000,1031,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2758,61,3640.000000,1032,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2759,61,3640.000000,1033,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2760,61,3640.000000,1034,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2761,61,3640.000000,1035,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2762,61,3640.000000,1036,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2763,61,3640.000000,1037,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2764,61,3640.000000,1038,0.000000,462.000000,0.000000,429.000000,0,0,0,0,0,0
2765,61,3640.000000,1039,1.000000,463.000000,1.000000,430.000000,0,0,0,0,0,0
2766,61,3640.000000,1040,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2767,61,3640.000000,1041,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2768,61,3640.000000,1042,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2769,61,3640.000000,1043,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2770,61,3640.000000,1044,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2771,61,3640.000000,1045,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2772,61,3640.000000,1046,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2773,61,3640.000000,1047,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2774,61,3640.000000,1048,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2775,61,3640.000000,1049,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2776,61,3640.000000,1050,0.000000,463.000000,0.000000,430.000000,0,0,0,0,0,0
2777,61,3640.000000,1051,1.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2778,61,3640.000000,1052,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2779,61,3640.000000,1053,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2780,61,3640.000000,1054,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2781,61,3640.000000,1055,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2782,61,3640.000000,1056,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2783,61,3640.000000,1057,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2784,61,3640.000000,1058,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2785,61,3640.000000,1059,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2786,61,3640.000000,1060,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2787,61,3640.000000,1061,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2788,61,3640.000000,1062,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2789,61,3640.000000,1063,0.000000,464.000000,0.000000,430.000000,0,0,0,0,0,0
2790,61,3640.000000,1064,1.000000,465.000000,1.000000,431.000000,0,0,0,0,0,0
2791,61,3640.000000,1065,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2792,61,3640.000000,1066,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2793,61,3640.000000,1067,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2794,61,3640.000000,1068,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2795,61,3640.000000,1069,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2796,61,3640.000000,1070,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2797,61,3640.000000,1071,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2798,61,3640.000000,1072,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2799,61,3640.000000,1073,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2800,61,3640.000000,1074,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2801,61,3640.000000,1075,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2802,61,3640.000000,1076,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2803,61,3640.000000,1077,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2804,61,3640.000000,1078,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
2805,61,3640.000000,1079,0.000000,465.000000,0.000000,431.000000,0,0,0,0,0,0
