seed,map_id,path_algo,path_algo_label,mode,mode_label,active_agents,recorded_steps,tasks_completed_total,throughput,total_movement_cost,deadlock_count,total_cpu_time_ms,avg_cpu_time_ms,total_planning_time_ms,avg_planning_time_ms,memory_usage_sum_kb,avg_memory_usage_kb,memory_usage_peak_kb,algo_nodes_expanded_total,algo_heap_moves_total,algo_generated_nodes_total,algo_valid_expansions_total,valid_expansion_ratio,requests_created_total,request_wait_ticks_sum,remaining_parked_vehicles,case,case_path,max_zero_progress_streak,zero_progress_steps,deadlock_spike_count,planning_spike_count,cpu_spike_count,nodes_expanded_spike_count,max_deadlock_delta,max_planning_delta_ms,max_cpu_delta_ms,movement_per_task,zero_progress_ratio,anomaly_score
1,1,0,default,0,custom,3,128,10,0.078125,124.0,37,1549.0,12.1015625,33.0,0.2578125,830632.0,6489.3125,6588.0,260,777,539,226,0.4192949907,0,0,0,case_default,/mnt/c/Users/tbdk5/Desktop/MAIN/0_Working/AGV_REFACOTR/AGV_REFACTORING/tmp_report_check/results/case_default,4,37,37,2,1,13,1.0,18.0,1514.0,12.4,0.2890625,77
